report_version,1.0
repo_relative_path,entity_type,original_value,masked_value,start_offset,end_offset
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500008,SCRAMBLE_PHONE_000093,3027,3040
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,IJKLM1008N,SCRAMBLE_PAN_000024,3044,3054
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,109999999999,SCRAMBLE_PHONE_000094,3058,3070
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100009,SCRAMBLE_IFSC_000090,3121,3132
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000067,3146,3151
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000008,SCRAMBLE_AADHAAR_000009,3155,3167
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer010@icici.com,SCRAMBLE_EMAIL_000114,3343,3364
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500009,SCRAMBLE_PHONE_000095,3369,3382
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,111111111110,SCRAMBLE_PHONE_000096,3400,3412
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0100010,SCRAMBLE_IFSC_000091,3463,3474
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000068,3489,3494
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000009,SCRAMBLE_AADHAAR_000010,3498,3510
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer011@icicibank.com,SCRAMBLE_EMAIL_000115,3686,3711
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500010,SCRAMBLE_PHONE_000097,3716,3729
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,112222222221,SCRAMBLE_PHONE_000098,3747,3759
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,HDFC0100011,SCRAMBLE_IFSC_000092,3810,3821
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000069,3836,3841
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000010,SCRAMBLE_PHONE_000099,3845,3857
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer012@customer.in,SCRAMBLE_EMAIL_000116,4033,4056
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500011,SCRAMBLE_PHONE_000100,4061,4074
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,113333333332,SCRAMBLE_PHONE_000101,4092,4104
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100012,SCRAMBLE_IFSC_000093,4155,4166
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000070,4181,4186
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000011,SCRAMBLE_PHONE_000102,4190,4202
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer013@loans.icici.internal,SCRAMBLE_EMAIL_000117,4378,4410
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500012,SCRAMBLE_PHONE_000103,4415,4428
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,MNOPQ1012R,SCRAMBLE_PAN_000025,4432,4442
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,114444444443,SCRAMBLE_AADHAAR_000011,4446,4458
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100013,SCRAMBLE_IFSC_000094,4509,4520
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000071,4535,4540
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000012,SCRAMBLE_AADHAAR_000012,4544,4556
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer014@gmail.com,SCRAMBLE_EMAIL_000118,4732,4753
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500013,SCRAMBLE_PHONE_000104,4758,4771
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,115555555554,SCRAMBLE_PHONE_000105,4789,4801
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100014,SCRAMBLE_IFSC_000095,4852,4863
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000072,4878,4883
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000013,SCRAMBLE_AADHAAR_000013,4887,4899
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer015@icici.com,SCRAMBLE_EMAIL_000119,5075,5096
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500014,SCRAMBLE_PHONE_000106,5101,5114
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,116666666665,SCRAMBLE_PHONE_000107,5132,5144
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0100015,SCRAMBLE_IFSC_000096,5195,5206
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000073,5221,5226
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000014,SCRAMBLE_PHONE_000108,5230,5242
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer016@icicibank.com,SCRAMBLE_EMAIL_000120,5418,5443
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500015,SCRAMBLE_PHONE_000109,5448,5461
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,117777777776,SCRAMBLE_PHONE_000110,5479,5491
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000097,5542,5553
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000074,5568,5573
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000015,SCRAMBLE_AADHAAR_000014,5577,5589
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer017@customer.in,SCRAMBLE_EMAIL_000121,5765,5788
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500016,SCRAMBLE_PHONE_000111,5793,5806
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,QRSTU1016V,SCRAMBLE_PAN_000026,5810,5820
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,118888888887,SCRAMBLE_AADHAAR_000015,5824,5836
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100002,SCRAMBLE_IFSC_000098,5887,5898
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000075,5913,5918
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000016,SCRAMBLE_PHONE_000112,5922,5934
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer018@loans.icici.internal,SCRAMBLE_EMAIL_000122,6110,6142
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500017,SCRAMBLE_PHONE_000113,6147,6160
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,119999999998,SCRAMBLE_PHONE_000114,6178,6190
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100003,SCRAMBLE_IFSC_000099,6241,6252
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000076,6267,6272
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000017,SCRAMBLE_AADHAAR_000016,6276,6288
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer019@gmail.com,SCRAMBLE_EMAIL_000123,6464,6485
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500018,SCRAMBLE_PHONE_000115,6490,6503
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,121111111109,SCRAMBLE_AADHAAR_000017,6521,6533
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100004,SCRAMBLE_IFSC_000100,6584,6595
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000077,6610,6615
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000018,SCRAMBLE_AADHAAR_000018,6619,6631
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer020@icici.com,SCRAMBLE_EMAIL_000124,6807,6828
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500019,SCRAMBLE_PHONE_000116,6833,6846
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,122222222220,SCRAMBLE_AADHAAR_000019,6864,6876
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0100005,SCRAMBLE_IFSC_000101,6927,6938
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000078,6953,6958
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000019,SCRAMBLE_AADHAAR_000020,6962,6974
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer021@icicibank.com,SCRAMBLE_EMAIL_000125,7150,7175
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500020,SCRAMBLE_PHONE_000117,7180,7193
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,101111111111,SCRAMBLE_PHONE_000118,7211,7223
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,HDFC0100006,SCRAMBLE_IFSC_000102,7274,7285
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000079,7300,7305
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000020,SCRAMBLE_AADHAAR_000021,7309,7321
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer022@customer.in,SCRAMBLE_EMAIL_000126,7497,7520
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500021,SCRAMBLE_PHONE_000119,7525,7538
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,102222222222,SCRAMBLE_PHONE_000120,7556,7568
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100007,SCRAMBLE_IFSC_000103,7619,7630
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000080,7645,7650
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000021,SCRAMBLE_AADHAAR_000022,7654,7666
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer023@loans.icici.internal,SCRAMBLE_EMAIL_000127,7842,7874
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500022,SCRAMBLE_PHONE_000121,7879,7892
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,CDEFG1002H,SCRAMBLE_PAN_000027,7896,7906
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,103333333333,SCRAMBLE_PHONE_000122,7910,7922
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100008,SCRAMBLE_IFSC_000104,7973,7984
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000081,7999,8004
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000022,SCRAMBLE_PHONE_000123,8008,8020
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer024@gmail.com,SCRAMBLE_EMAIL_000128,8196,8217
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500023,SCRAMBLE_PHONE_000124,8222,8235
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,DEFGH1003I,SCRAMBLE_PAN_000028,8239,8249
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,104444444444,SCRAMBLE_AADHAAR_000023,8253,8265
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100009,SCRAMBLE_IFSC_000105,8316,8327
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000082,8342,8347
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000023,SCRAMBLE_PHONE_000125,8351,8363
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer025@icici.com,SCRAMBLE_EMAIL_000129,8539,8560
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500024,SCRAMBLE_PHONE_000126,8565,8578
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,EFGHI1004J,SCRAMBLE_PAN_000029,8582,8592
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,105555555555,SCRAMBLE_PHONE_000127,8596,8608
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0100010,SCRAMBLE_IFSC_000106,8659,8670
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000083,8685,8690
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000024,SCRAMBLE_PHONE_000128,8694,8706
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer026@icicibank.com,SCRAMBLE_EMAIL_000130,8882,8907
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500025,SCRAMBLE_PHONE_000129,8912,8925
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,106666666666,SCRAMBLE_PHONE_000130,8943,8955
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,HDFC0100011,SCRAMBLE_IFSC_000107,9006,9017
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000084,9032,9037
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000025,SCRAMBLE_AADHAAR_000024,9041,9053
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer027@customer.in,SCRAMBLE_EMAIL_000131,9229,9252
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500026,SCRAMBLE_PHONE_000131,9257,9270
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,GHIJK1006L,SCRAMBLE_PAN_000030,9274,9284
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,107777777777,SCRAMBLE_AADHAAR_000025,9288,9300
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100012,SCRAMBLE_IFSC_000108,9351,9362
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000085,9377,9382
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000026,SCRAMBLE_AADHAAR_000026,9386,9398
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer028@loans.icici.internal,SCRAMBLE_EMAIL_000132,9574,9606
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500027,SCRAMBLE_PHONE_000132,9611,9624
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,108888888888,SCRAMBLE_PHONE_000133,9642,9654
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100013,SCRAMBLE_IFSC_000109,9705,9716
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000086,9731,9736
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000027,SCRAMBLE_PHONE_000134,9740,9752
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer029@gmail.com,SCRAMBLE_EMAIL_000133,9928,9949
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500028,SCRAMBLE_PHONE_000135,9954,9967
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,IJKLM1008N,SCRAMBLE_PAN_000031,9971,9981
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,109999999999,SCRAMBLE_PHONE_000136,9985,9997
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100014,SCRAMBLE_IFSC_000110,10048,10059
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000087,10074,10079
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000028,SCRAMBLE_AADHAAR_000027,10083,10095
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer030@icici.com,SCRAMBLE_EMAIL_000134,10271,10292
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500029,SCRAMBLE_PHONE_000137,10297,10310
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,111111111110,SCRAMBLE_PHONE_000138,10328,10340
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0100015,SCRAMBLE_IFSC_000111,10391,10402
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000088,10417,10422
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000029,SCRAMBLE_AADHAAR_000028,10426,10438
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer031@icicibank.com,SCRAMBLE_EMAIL_000135,10614,10639
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500030,SCRAMBLE_PHONE_000139,10644,10657
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,112222222221,SCRAMBLE_PHONE_000140,10675,10687
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0001234,SCRAMBLE_IFSC_000112,10738,10749
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000089,10764,10769
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000030,SCRAMBLE_PHONE_000141,10773,10785
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer032@customer.in,SCRAMBLE_EMAIL_000136,10961,10984
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500031,SCRAMBLE_PHONE_000142,10989,11002
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,113333333332,SCRAMBLE_PHONE_000143,11020,11032
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100002,SCRAMBLE_IFSC_000113,11083,11094
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000090,11109,11114
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000031,SCRAMBLE_AADHAAR_000029,11118,11130
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer033@loans.icici.internal,SCRAMBLE_EMAIL_000137,11306,11338
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500032,SCRAMBLE_PHONE_000144,11343,11356
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,MNOPQ1012R,SCRAMBLE_PAN_000032,11360,11370
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,114444444443,SCRAMBLE_AADHAAR_000030,11374,11386
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100003,SCRAMBLE_IFSC_000114,11437,11448
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000091,11463,11468
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000032,SCRAMBLE_AADHAAR_000031,11472,11484
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer034@gmail.com,SCRAMBLE_EMAIL_000138,11660,11681
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500033,SCRAMBLE_PHONE_000145,11686,11699
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,115555555554,SCRAMBLE_PHONE_000146,11717,11729
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100004,SCRAMBLE_IFSC_000115,11780,11791
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000092,11806,11811
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000033,SCRAMBLE_PHONE_000147,11815,11827
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer035@icici.com,SCRAMBLE_EMAIL_000139,12003,12024
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500034,SCRAMBLE_PHONE_000148,12029,12042
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,116666666665,SCRAMBLE_PHONE_000149,12060,12072
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,ICIC0100005,SCRAMBLE_IFSC_000116,12123,12134
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000093,12149,12154
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,100000000034,SCRAMBLE_PHONE_000150,12158,12170
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer036@icicibank.com,SCRAMBLE_EMAIL_000140,12346,12371
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500035,SCRAMBLE_PHONE_000151,12376,12389
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,117777777776,SCRAMBLE_PHONE_000152,12407,12419
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,HDFC0100006,SCRAMBLE_IFSC_000117,12470,12481
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000094,12496,12501
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000035,SCRAMBLE_AADHAAR_000032,12505,12517
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer037@customer.in,SCRAMBLE_EMAIL_000141,12693,12716
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500036,SCRAMBLE_PHONE_000153,12721,12734
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PAN,QRSTU1016V,SCRAMBLE_PAN_000033,12738,12748
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,118888888887,SCRAMBLE_AADHAAR_000033,12752,12764
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,SBIN0100007,SCRAMBLE_IFSC_000118,12815,12826
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000095,12841,12846
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000036,SCRAMBLE_AADHAAR_000034,12850,12862
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer038@loans.icici.internal,SCRAMBLE_EMAIL_000142,13038,13070
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500037,SCRAMBLE_PHONE_000154,13075,13088
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,119999999998,SCRAMBLE_PHONE_000155,13106,13118
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,AXIS0100008,SCRAMBLE_IFSC_000119,13169,13180
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000096,13195,13200
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000037,SCRAMBLE_AADHAAR_000035,13204,13216
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer039@gmail.com,SCRAMBLE_EMAIL_000143,13392,13413
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500038,SCRAMBLE_PHONE_000156,13418,13431
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,121111111109,SCRAMBLE_AADHAAR_000036,13449,13461
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,IFSC,KKBK0100009,SCRAMBLE_IFSC_000120,13512,13523
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,COMPANY_BRAND,icici,SCRAMBLE_COMPANY_BRAND_000097,13538,13543
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,100000000038,SCRAMBLE_AADHAAR_000037,13547,13559
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,EMAIL,customer040@icici.com,SCRAMBLE_EMAIL_000144,13735,13756
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,PHONE,91-9876500039,SCRAMBLE_PHONE_000157,13761,13774
ICICI-BANK-LOAN-PLATFORM/sql/customer_dump.sql,AADHAAR,122222222220,SCRAMBLE_AADHAAR_000038,13792,13804
